,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Spinocerebellar_Tract,0.54393290,0.50611230,0.45954900,0.46889840,0.49125120,0.50532440,0.45889740,0.50313990,,0.43621970,0.49781980,0.48245150,0.30364360,0.47275330,0.40490840,0.44832120,0.43004670,0.46355490,0.45397290,0.50974970,0.52939540,0.51547660,0.48698540,0.56233160,0.46150160,0.53181060,0.53136530
Medial_Lemniscus,0.33752990,0.32504010,0.31856260,0.33669640,0.31406900,0.33410320,0.30248020,0.30662340,,0.30459090,0.32206260,0.26510730,0.32067340,0.24485070,0.32224890,0.26649250,0.31572970,0.27240380,0.30546270,0.31881890,0.30678330,0.29873820,0.33464810,0.31803970,0.32027840,0.33323040,0.33489780
Ventral_Spinocerebellar_Tract,0.40647190,0.37639140,0.36803300,0.39571850,0.37135390,0.35289800,0.38535020,0.38651580,,0.37317840,0.38508350,0.32903040,0.38780540,0.36663990,0.39326430,0.31863280,0.38180410,0.38649400,0.39505460,0.40495320,0.38870560,0.39763700,0.39742570,0.40682580,0.39904840,0.40185510,0.39454920
Middle_Cerebellar_Peduncle,0.58685910,0.57742400,0.54478970,0.57374440,0.58076050,0.57728000,0.59508850,0.58175460,,0.59396830,0.57396730,0.54597620,0.59440170,0.54480530,0.57951160,0.53642990,0.57455700,0.55100480,0.58597870,0.58301630,0.58542750,0.58943930,0.59729110,0.59372220,0.60039450,0.60109310,0.61152960
Superior_Cerebellar_Peduncle,0.35063330,0.34202060,0.30846130,0.32319950,0.32631010,0.31211870,0.30407860,0.30995810,,0.31350580,0.31824270,0.28146360,0.33843410,0.24678920,0.33000610,0.23538630,0.31088670,0.28437160,0.32007370,0.32835730,0.31495320,0.30284580,0.34944840,0.34541260,0.32396490,0.33391040,0.33477650
Inferior_Cerebellar_Peduncle,0.46589360,0.47007620,0.44653410,0.47695000,0.46664160,0.46029530,0.46674100,0.46315470,,0.47896530,0.44617740,0.44293030,0.41673480,0.41935790,0.43599330,0.40256980,0.45681910,0.44002470,0.45189810,0.46427640,0.45490690,0.45952670,0.47428240,0.48375870,0.45069710,0.45583430,0.47014840
Cerebellar_White_Matter,0.37414360,0.35090500,0.33453940,0.35295730,0.31703220,0.30372550,0.32340680,0.34247040,,0.31479340,0.33934890,0.30243290,0.34983470,0.28114720,0.34956960,0.25458670,0.33757850,0.32112710,0.33048770,0.32302820,0.32928530,0.31544480,0.33618260,0.33286840,0.32306120,0.33139250,0.32320340
Lateral_Ventricle,0.21259240,0.21633850,0.19111780,0.25933910,0.21211760,0.25920400,0.20176520,0.19129110,,0.22671150,0.17643590,0.19862330,0.23376680,0.20905410,0.20173060,0.20751290,0.19062660,0.20636060,0.16318310,0.17888630,0.19701450,0.17005100,0.19871180,0.16944380,0.16289270,0.17250630,0.17695890
Cingulate_Cortex_Area_25,0.15874900,0.15063640,0.14768510,0.15376870,0.11624360,0.11728760,0.15624350,0.12240740,,0.13251020,0.14852750,0.13580860,0.16384140,0.14017900,0.13959600,0.13982930,0.14948150,0.15546400,0.16905300,0.16438350,0.15188590,0.15878500,0.16607790,0.16829980,0.18464840,0.16122950,0.17755220
Dorsal_Acustic_Stria,0.41170600,0.36163040,0.33228710,0.37900190,0.35118360,0.33552240,0.36409030,0.35872440,,0.30847830,0.35580580,0.32980660,0.37247460,0.24861200,0.39688370,0.26310060,0.38648030,0.28115080,0.38244630,0.36290920,0.33223410,0.36852450,0.41841430,0.41743580,0.41013280,0.40767740,0.36686480
Postsubiculum,0.18760310,0.17633630,0.16359900,0.17873280,0.14160000,0.12665990,0.16114690,0.14092660,,0.14538080,0.18112500,0.16334260,0.17296920,0.15311540,0.19724340,0.13291470,0.17422220,0.17207770,0.17505300,0.18921150,0.16501160,0.17264100,0.19064760,0.17770420,0.17888990,0.15819620,0.17074110
Ventricular_System_4thVentricle,0.15405020,0.14422950,0.14247040,0.14992970,0.14278350,0.17800350,0.13523790,0.14653040,,0.15115630,0.14489410,0.18927240,0.13996730,0.12727420,0.14949670,0.12753750,0.14733040,0.13407390,0.14946420,0.13330470,0.12929920,0.12742710,0.14446820,0.14830770,0.13974350,0.13870280,0.13146290
Microcellular_Tegmental_Nucleus,0.21040610,0.20659970,0.19225620,0.20331360,0.16135330,0.15305390,0.20477250,0.18883680,,0.16953090,0.19849420,0.15342360,0.20639390,0.18904940,0.19909930,0.16334070,0.18781030,0.19787450,0.22310800,0.21460270,0.20053840,0.19704850,0.21748590,0.21086800,0.20758450,0.19981010,0.20368420
Pretectal_Nucleus,0.19492120,0.19594070,0.16415580,0.17830730,0.13760310,0.17246880,0.12989020,0.15583360,,0.11661920,0.16422190,0.13643460,0.18036360,0.11058190,0.15721620,0.12991660,0.16550660,0.12694050,0.17605400,0.17219730,0.15786920,0.15684570,0.21156410,0.16915950,0.18324880,0.18027490,0.18373580
Latero_Dorsal_Thalamic_Nucleus_Ventro_Lateral,0.19003810,0.17601250,0.15047410,0.16937320,0.16559030,0.17509540,0.13966920,0.15049070,,0.14908400,0.16189470,0.14067520,0.16917570,0.10527640,0.19788410,0.15215890,0.17435690,0.14248650,0.17068670,0.17549290,0.16906830,0.17962490,0.19305010,0.19166510,0.17714740,0.18084010,0.19484790
Latero_Posterior_Nuclei_of_Thalamus,0.16278510,0.15660640,0.12125460,0.16228030,0.14766360,0.16791490,0.11610000,0.11899430,,0.12181050,0.15598460,0.13282330,0.13808730,0.08135958,0.14474350,0.11193180,0.15185680,0.11860470,0.13412510,0.15452610,0.13456430,0.13217440,0.17355320,0.14813270,0.14305430,0.16030610,0.15644400
Anterior_Thalamic_Nuclei,0.21843880,0.20392570,0.19121140,0.21696910,0.18402730,0.16201230,0.21931480,0.20454400,,0.19403910,0.21779550,0.16342540,0.22374430,0.18097790,0.20427510,0.20967890,0.20262890,0.21357560,0.23752700,0.24440380,0.21981810,0.22770220,0.23394020,0.23561120,0.23863580,0.23131310,0.24791410
Red_Nucleus_Magnocellular,0.27958110,0.29567860,0.25608240,0.29638240,0.26735840,0.28713250,0.24687950,0.23925530,,0.25582470,0.26554020,0.24074080,0.30708110,0.16363340,0.25360930,0.19713190,0.26803090,0.22819320,0.28239700,0.26976190,0.27133900,0.27080110,0.28530590,0.29005840,0.26424230,0.27194330,0.28960640
Pararubral_Nucleus,0.20710900,0.17756980,0.20233990,0.18442740,0.17454400,0.14571560,0.19895730,0.20634930,,0.20236230,0.21314780,0.15553670,0.20169900,0.21042500,0.18236600,0.17057330,0.22360390,0.21156240,0.21294300,0.22566510,0.23169850,0.22631650,0.22295930,0.21090500,0.21966280,0.22765570,0.20403130
Retro_Rubral_Field,0.28097520,0.27533390,0.26916440,0.26459460,0.22863470,0.23579100,0.27378620,0.25243910,,0.25385910,0.26794050,0.20907770,0.28818380,0.23525720,0.26615920,0.23017220,0.26656510,0.25829120,0.28567880,0.27475560,0.27590940,0.27814370,0.29083630,0.27774440,0.27843260,0.28421450,0.28020790
Cerebrospinal_fluid,0.14853270,0.13069500,0.13947860,0.15218590,0.11953010,0.15072100,0.11315060,0.12492090,,0.12889690,0.13158080,0.13644460,0.12910660,0.12703350,0.13869440,0.12275970,0.12392460,0.12510600,0.13796180,0.16062430,0.13037470,0.14538670,0.15475860,0.12959800,0.12775600,0.12261530,0.12393240
IntermediateReticularNucleus,0.18971100,0.19075510,0.17994880,0.21330800,0.16127390,0.16801240,0.18234060,0.17156230,,0.16305010,0.17832380,0.15687880,0.19527250,0.17230480,0.18190150,0.14421280,0.17123680,0.17320980,0.20727420,0.19080850,0.18587510,0.18660060,0.19036110,0.18998840,0.18189280,0.18410560,0.19534700
PosteriorDorsal_ParaventricularMedialParvicellular_Posterior_LateralHypothalamus,0.22182480,0.21841280,0.19653210,0.24473540,0.18908970,0.24144620,0.18430980,0.19025810,,0.18717960,0.21058750,0.18879760,0.22968920,0.16720080,0.20145730,0.16162510,0.20091200,0.18487610,0.22509340,0.22565680,0.21470450,0.21451660,0.23130340,0.21884760,0.21830250,0.22402700,0.24906150
Prerubral_Forel,0.29531130,0.29066760,0.28133700,0.30690680,0.27637720,0.28661710,0.28142510,0.28430380,,0.27536770,0.28652360,0.24622670,0.30448240,0.24243020,0.29630190,0.24184630,0.28885180,0.27508770,0.28782490,0.28752230,0.27933360,0.29935710,0.30448130,0.29720650,0.31540670,0.30589050,0.32918360
PVG_of_Hypothalamus,0.19518270,0.17478780,0.18847510,0.21208470,0.16333790,0.19607170,0.17739390,0.19729810,,0.18967220,0.18441180,0.15984250,0.18988970,0.19818830,0.20899450,0.16920450,0.18340180,0.20198290,0.18988850,0.20475670,0.19491070,0.20048230,0.21425910,0.21259650,0.20005950,0.20450740,0.20875770
"Basal Lateral Amygdala",0.18962740,0.15944930,0.15404190,0.17523160,0.13909780,0.15020050,0.14799430,0.13931810,,0.16383980,0.16904000,0.15001920,0.17778970,0.11231090,0.17747040,0.15481170,0.17569120,0.15904850,0.18868950,0.18273900,0.17518280,0.17622370,0.18834550,0.18566240,0.19918040,0.17970500,0.20841140
